Title,Author,My Rating,Average Rating,Publisher,Binding,Number of Pages,Original Publication Year,Date Read,Bookshelves,Exclusive Shelf,Year
The Secret Seven,Enid Blyton,3,3.9,Hodder,Paperback,144.0,1949.0,2017-05-10,fiction-ya-standalone-and-others,read,2017.0
Secret Seven Win Through,Enid Blyton,4,3.88,Hodder,Paperback,122.0,1955.0,2017-05-17,fiction-ya-standalone-and-others,read,2017.0
"Well Done, Secret Seven",Enid Blyton,2,3.86,Hodder Children's Books,Paperback,144.0,1951.0,2017-05-12,fiction-ya-standalone-and-others,read,2017.0
The Secret Seven Adventure,Enid Blyton,3,3.85,Hodder,Paperback,121.0,,2017-05-12,fiction-ya-standalone-and-others,read,2017.0
Secret Seven Mystery,Enid Blyton,3,3.91,Hodder,Paperback,122.0,1957.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
Puzzle for the Secret Seven,Enid Blyton,3,3.86,Hodder,Paperback,154.0,1958.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
Go Ahead Secret Seven,Enid Blyton,3,3.86,Hodder,Paperback,138.0,1953.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
The Girl Who Kicked the Hornet's Nest,Denise Mina,3,3.89,Vertigo,Hardcover,272.0,2015.0,2019-07-11,comics-and-graphic-novels,read,2019.0
The Girl with the Dragon Tattoo,Denise Mina,4,4.59,Vertigo,Paperback,312.0,2014.0,,comics-and-graphic-novels,read,
"The Girl with the Dragon Tattoo, Book 2",Denise Mina,4,3.95,Vertigo,Hardcover,160.0,2013.0,2019-07-11,comics-and-graphic-novels,read,2019.0
The Girl with the Dragon Tattoo,Stieg Larsson,5,4.16,Knopf,Hardcover,480.0,2005.0,2021-04-17,fiction-ya-standalone-and-others,read,2021.0
The Girl Who Played with Fire,Stieg Larsson,4,4.25,Alfred A. Knopf,Hardcover,503.0,2006.0,2021-04-21,fiction-ya-standalone-and-others,read,2021.0
The Girl Who Kicked the Hornet's Nest,Stieg Larsson,4,4.23,Knopf,Hardcover,566.0,2007.0,2021-04-27,fiction-ya-standalone-and-others,read,2021.0
Gideon Falls #27,Jeff Lemire,4,4.1,Image,Kindle Edition,80.0,2020.0,,comics-and-graphic-novels,read,
"Gideon Falls, Vol. 6: The End",Jeff Lemire,4,3.58,Image Comics,Paperback,120.0,2021.0,,comics-and-graphic-novels,read,
"Gideon Falls, Vol.1: The Black Barn",Jeff Lemire,4,4.15,Image Comics,Paperback,160.0,2018.0,,comics-and-graphic-novels,read,
"Gideon Falls, Vol. 4: The Pentoculus",Jeff Lemire,4,4.19,Image Comics,Paperback,120.0,2020.0,,comics-and-graphic-novels,read,
"Gideon Falls, Vol.3: Stations of the Cross",Jeff Lemire,4,4.14,Image Comics,Paperback,136.0,2019.0,,comics-and-graphic-novels,read,
"Gideon Falls, Vol. 5: Wicked Worlds",Jeff Lemire,4,4.03,Image Comics,Paperback,120.0,2020.0,,comics-and-graphic-novels,read,
"Gideon Falls, Vol.2: Original Sins",Jeff Lemire,4,4.28,Image Comics,Paperback,136.0,2019.0,,comics-and-graphic-novels,read,
Gardens of the Moon,Steven Erikson,4,3.91,Tor Books,Mass Market Paperback,657.0,1999.0,2022-01-04,sff,read,2022.0
From Hell,Alan Moore,4,4.18,Knockabout Comics,Paperback,576.0,1999.0,,comics-and-graphic-novels,read,
Storm Front,Jim Butcher,4,3.98,Penguin ROC,Mass Market Paperback,355.0,2000.0,2020-09-26,sff,read,2020.0
Fool Moon,Jim Butcher,3,3.99,Roc,Mass Market Paperback,401.0,2001.0,2020-09-27,sff,read,2020.0
Grave Peril,Jim Butcher,4,4.14,Roc,Paperback,378.0,2001.0,2020-12-10,sff,read,2020.0
The Fires of Heaven,Robert Jordan,5,4.18,Orbit,Paperback,912.0,1993.0,2020-06-25,sff,read,2020.0
Fire & Blood,George R.R. Martin,5,3.99,Bantam,Hardcover,719.0,2018.0,2020-01-03,sff,read,2020.0
The Well of Ascension,Brandon Sanderson,4,4.38,Tor Books,Hardcover,590.0,2007.0,2020-08-27,sff,read,2020.0
The Final Empire,Brandon Sanderson,5,4.47,Tor Books,Hardcover,541.0,2006.0,2020-08-14,sff,read,2020.0
Fifty Shades of Grey,E.L. James,4,3.66,Vintage,Paperback,356.0,2011.0,2018-02-20,fiction-ya-standalone-and-others,read,2018.0
The Return of the King,J.R.R. Tolkien,5,4.55,Del Rey,Mass Market Paperback,404.0,1955.0,2018-04-24,sff,read,2018.0
The Fellowship of the Ring,J.R.R. Tolkien,5,4.38,Houghton Mifflin Harcourt,Paperback,398.0,1954.0,2018-04-14,sff,read,2018.0
The Two Towers,J.R.R. Tolkien,5,4.47,Houghton Mifflin,Paperback,322.0,1954.0,2018-04-20,sff,read,2018.0
The Fantasy Artist's Figure Drawing Bible,Matt Dixon,5,4.03,A&C Black Publishers Limited,Spiral-bound,256.0,2008.0,2017-03-26,fiction-ya-standalone-and-others,read,2017.0
Fantastic Beasts and Where to Find Them,Newt Scamander,5,3.97,Arthur A. Levine Books,Hardcover,128.0,2001.0,2018-02-09,fiction-ya-standalone-and-others,read,2018.0
"Fables, Vol. 5: The Mean Seasons",Bill Willingham,4,4.19,Vertigo,Paperback,168.0,2005.0,,comics-and-graphic-novels,read,
"Fables, Vol. 3: Storybook Love",Bill Willingham,4,4.13,Vertigo,Paperback,192.0,2004.0,,comics-and-graphic-novels,read,
"Fables, Vol. 4: March of the Wooden Soldiers",Bill Willingham,4,4.29,Vertigo,Paperback,244.0,2004.0,,comics-and-graphic-novels,read,
"Fables, Vol. 2: Animal Farm",Bill Willingham,4,4.12,Vertigo,Paperback,127.0,2003.0,,comics-and-graphic-novels,read,
"Fables, Vol. 1: Legends in Exile",Bill Willingham,4,3.98,Vertigo,Paperback,128.0,2002.0,2018-04-15,comics-and-graphic-novels,read,2018.0
The Shadow Rising,Robert Jordan,5,4.26,Tom Doherty Tor Fantasy,Mass Market Paperback,1007.0,1992.0,2020-06-13,sff,read,2020.0
Wheel of Time Reread: Books 1-4,Leigh Butler,4,4.13,Tor Books,ebook,32.0,2013.0,,sff,read,
Lord of Chaos,Robert Jordan,4,4.17,Tom Doherty Associates,Mass Market Paperback,1011.0,1994.0,2020-07-13,sff,read,2020.0
The Dragon Reborn,Robert Jordan,5,4.27,Tor Books,Mass Market Paperback,624.0,1991.0,2020-06-04,sff,read,2020.0
The Great Hunt,Robert Jordan,5,4.25,Tor Books,Mass Market Paperback,705.0,1990.0,2020-05-30,sff,read,2020.0
The Eye of the World,Robert Jordan,5,4.19,Tor Books,Mass Market Paperback,800.0,1990.0,2020-05-24,sff,read,2020.0
The End of the Fucking World,Charles Forsman,3,3.34,Fantagraphics,Paperback,136.0,2013.0,,comics-and-graphic-novels,read,
The Early Years,Jamie Thomson,4,3.82,Walker Childrens,Hardcover,304.0,2011.0,,fiction-ya-standalone-and-others,read,
Dune,Frank Herbert,4,4.25,Ace Books,Hardcover,658.0,1965.0,2020-09-18,sff,read,2020.0
Dracula,Bram Stoker,4,4.01,Norton,Paperback,488.0,1897.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,5,3.83,Signet Classic,Paperback,139.0,1886.0,2019-01-22,fiction-ya-standalone-and-others,read,2019.0
The Emerald City of Oz,L. Frank Baum,4,3.87,Mundus,Hardcover,295.0,1910.0,2016-05-17,sff,read,2016.0
The Patchwork Girl of Oz,L. Frank Baum,4,3.88,Books of Wonder,Hardcover,346.0,1913.0,2016-05-18,sff,read,2016.0
The Road to Oz,L. Frank Baum,4,3.75,,Paperback,261.0,1909.0,2016-05-16,sff,read,2016.0
Dorothy and the Wizard in Oz,L. Frank Baum,4,3.76,IndyPublish.com,Paperback,148.0,1908.0,2016-05-16,sff,read,2016.0
Ozma of Oz,L. Frank Baum,4,3.95,Reilly & Britton,Paperback,126.0,1907.0,2019-08-26,sff,read,2019.0
The Marvelous Land of Oz,L. Frank Baum,5,3.8,Puffin Classics,Paperback,192.0,1904.0,2019-08-26,sff,read,2019.0
The Wonderful Wizard of Oz,L. Frank Baum,5,3.99,Penguin,Paperback,154.0,1900.0,2019-08-26,sff,read,2019.0
Crown of Dreams,Katherine Roberts,4,4.23,Templar Books,Hardcover,452.0,2013.0,2016-09-24,sff,read,2016.0
Grail of Stars,Katherine Roberts,4,4.31,Templar,Hardcover,490.0,2013.0,2016-09-27,sff,read,2016.0
Sword of Light,Katherine Roberts,3,3.86,Templar,Hardcover,480.0,2012.0,2016-09-14,sff,read,2016.0
Lance of Truth,Katherine Roberts,4,4.18,Templar Publishing,Hardcover,464.0,2012.0,2016-09-19,sff,read,2016.0
Do Try This at Home!,Punk Science,5,3.67,Macmillan UK,Paperback,96.0,2008.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
Saffron City Siege,Hidenori Kusaka,4,4.36,Viz Media,Paperback,224.0,1998.0,2017-01-24,manga,read,2017.0
"Pokémon Adventures, Vol. 5",Hidenori Kusaka,4,4.39,VIZ Media - Children's,Paperback,216.0,1999.0,2017-01-30,manga,read,2017.0
Desperado Pikachu,Hidenori Kusaka,4,4.29,Viz Media,Paperback,206.0,1997.0,2017-01-21,manga,read,2017.0
"Pokémon Adventures, Vol. 2",Hidenori Kusaka,4,4.36,VIZ Media - Children's,Paperback,208.0,1997.0,2017-01-23,manga,read,2017.0
"Pokémon Adventures, Vol. 4",Hidenori Kusaka,4,4.37,VIZ Media - Children's,Paperback,216.0,1998.0,2017-01-25,manga,read,2017.0
"Pokémon Adventures, Vol. 1",Hidenori Kusaka,4,4.29,VIZ Media - Children's,Paperback,200.0,1997.0,2017-01-22,manga,read,2017.0
The Daylight Gate,Jeanette Winterson,4,3.39,Hammer,Hardcover,194.0,2012.0,2018-02-13,fiction-ya-standalone-and-others,read,2018.0
Database System Concepts,Abraham Silberschatz,4,3.77,McGraw-Hill Education,Hardcover,1142.0,1987.0,2021-04-21,fiction-ya-standalone-and-others,read,2021.0
Queste,Angie Sage,4,4.06,Katherine Tegen Books,Hardcover,596.0,2008.0,2016-11-23,sff,read,2016.0
Syren,Angie Sage,5,4.11,HarperCollins,Hardcover,628.0,2009.0,2016-11-29,sff,read,2016.0
Darke,Angie Sage,4,4.24,Katherine Tegen Books,Hardcover,641.0,2011.0,2016-12-08,sff,read,2016.0
Flyte,Angie Sage,4,4.01,HarperCollins Publishers,Paperback,521.0,2006.0,2016-11-11,sff,read,2016.0
Physik,Angie Sage,3,4.01,Katherine Tegen Books,Hardcover,545.0,2007.0,2016-11-18,sff,read,2016.0
Magyk,Angie Sage,4,3.84,"Katherine Tegen, Harper Collins",Hardcover,564.0,2005.0,2016-11-06,sff,read,2016.0
Darkdawn,Jay Kristoff,5,4.31,Thomas Dunne Books,Kindle Edition,491.0,2019.0,2020-03-30,sff,read,2020.0
Godsgrave,Jay Kristoff,5,4.47,St. Martin's Press,Hardcover,419.0,2017.0,2020-03-27,sff,read,2020.0
Nevernight,Jay Kristoff,5,4.23,St. Martin's Press,Hardcover,429.0,2016.0,2020-03-22,sff,read,2020.0
"Locke & Key, Vol. 4: Keys to the Kingdom",Joe Hill,4,4.38,IDW Publishing,Hardcover,152.0,2011.0,2020-01-28,comics-and-graphic-novels,read,2020.0
"Locke & Key, Vol. 6: Alpha & Omega",Joe Hill,5,4.48,IDW Publishing,Hardcover,192.0,2014.0,2020-01-29,comics-and-graphic-novels,read,2020.0
"Locke & Key, Vol. 5: Clockworks",Joe Hill,3,4.47,IDW Publishing,Hardcover,160.0,2013.0,2020-01-29,comics-and-graphic-novels,read,2020.0
"Locke & Key, Volume 3: Crown of Shadows",Joe Hill,4,4.39,IDW Publishing,Hardcover,152.0,2010.0,2020-01-26,comics-and-graphic-novels,read,2020.0
"Locke & Key, Volume 1: Welcome to Lovecraft",Joe Hill,4,4.15,IDW Publishing,Hardcover,168.0,2008.0,2020-01-21,comics-and-graphic-novels,read,2020.0
"Locke & Key, Vol. 2: Head Games",Joe Hill,4,4.32,IDW Publishing,Hardcover,160.0,2009.0,2020-01-24,comics-and-graphic-novels,read,2020.0
"The Dark Worlds of H.P. Lovecraft, Vol 4",H.P. Lovecraft,4,3.84,Audio Realms,Audio CD,,2006.0,2020-01-20,fiction-ya-standalone-and-others,read,2020.0
"The Dark Worlds of H.P. Lovecraft, Vol 6",H.P. Lovecraft,4,3.98,Audio Realms,Audio CD,,2007.0,2020-01-20,fiction-ya-standalone-and-others,read,2020.0
"The Dark Worlds of H.P. Lovecraft, Vol 2",H.P. Lovecraft,4,3.87,Audio Realms,Audio CD,,2005.0,2019-09-08,fiction-ya-standalone-and-others,read,2019.0
"The Dark Worlds of H.P. Lovecraft, Vol 3",H.P. Lovecraft,4,3.77,Wildside Press,Audio CD,3.0,2006.0,2019-09-10,fiction-ya-standalone-and-others,read,2019.0
"The Dark Worlds of H.P. Lovecraft, Vol 5",H.P. Lovecraft,4,3.95,Audio Realms,Audio CD,,2006.0,2019-09-19,fiction-ya-standalone-and-others,read,2019.0
"The Dark Worlds of H.P. Lovecraft, Vol 1",H.P. Lovecraft,4,3.74,Wildside Press,MP3 CD,1.0,2005.0,2019-09-03,fiction-ya-standalone-and-others,read,2019.0
Spook's Dark Assassin,Joseph Delaney,4,4.08,"Vintage Publishing , The Bodley Head Ltd",Paperback,265.0,2017.0,2018-03-27,fiction-ya-standalone-and-others,read,2018.0
The Dark Army,Joseph Delaney,4,4.12,Bodley Head,Hardcover,323.0,2016.0,2018-03-26,fiction-ya-standalone-and-others,read,2018.0
A New Darkness,Joseph Delaney,4,4.16,Bodley Head,Hardcover,320.0,2014.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
Grey Sister,Mark  Lawrence,4,4.38,Ace,Hardcover,416.0,2018.0,2021-03-26,sff,read,2021.0
The Wheel of Osheim,Mark  Lawrence,4,4.33,Harper Voyager,Hardcover,656.0,2016.0,,sff,read,
Holy Sister,Mark  Lawrence,4,4.32,Harper Voyager,Paperback,352.0,2019.0,2021-03-29,sff,read,2021.0
Red Sister,Mark  Lawrence,5,4.18,Ace,Hardcover,467.0,2017.0,2021-03-18,sff,read,2021.0
Prince of Fools,Mark  Lawrence,4,4.06,Ace,Hardcover,355.0,2014.0,2020-02-29,sff,read,2020.0
Emperor of Thorns,Mark  Lawrence,4,4.24,Ace,Hardcover,434.0,2013.0,2018-04-08,sff,read,2018.0
The Liar's Key,Mark  Lawrence,3,4.24,Ace,Kindle Edition,480.0,2015.0,2020-03-08,sff,read,2020.0
Prince of Thorns,Mark  Lawrence,5,3.85,Voyager,Hardcover,373.0,2011.0,2016-05-21,sff,read,2016.0
King of Thorns,Mark  Lawrence,4,4.19,Ace Books,Hardcover,449.0,2012.0,2018-04-04,sff,read,2018.0
Crooked Kingdom,Leigh Bardugo,3,4.61,Orion Children's Books,Kindle Edition,561.0,2016.0,,sff,read,
Six of Crows,Leigh Bardugo,4,4.49,Henry Holt & Company,Hardcover,465.0,2015.0,2019-09-14,sff,read,2019.0
Core Python Programming,R. Nageswara Rao,5,4.17,Dreamtech Press,Paperback,740.0,,,fiction-ya-standalone-and-others,read,
Coraline,Neil Gaiman,3,4.1,William Morrow Paperbacks,Paperback,176.0,2002.0,,fiction-ya-standalone-and-others,read,
Computer Networking: A Top-Down Approach,James F. Kurose,4,4.07,Addison Wesley,Hardcover,852.0,2000.0,2021-04-21,fiction-ya-standalone-and-others,read,2021.0
The Plague Charmer,Karen Maitland,4,3.92,Headline Review,Audiobook,,2016.0,2018-11-14,fiction-ya-standalone-and-others,read,2018.0
A Gathering of Ghosts,Karen Maitland,5,3.93,Headline Review,Paperback,531.0,2018.0,2019-11-05,fiction-ya-standalone-and-others,read,2019.0
The Falcons of Fire and Ice,Karen Maitland,4,3.67,Michael Joseph,ebook,496.0,2012.0,2020-05-12,fiction-ya-standalone-and-others,read,2020.0
The Gallows Curse,Karen Maitland,4,3.79,Michael Joseph,Hardcover,352.0,2011.0,,fiction-ya-standalone-and-others,read,
The Raven's Head,Karen Maitland,5,3.77,Headline,Paperback,500.0,2015.0,2018-01-14,fiction-ya-standalone-and-others,read,2018.0
The Dangerous Art of Alchemy: A fascinating free e-short accompaniment to The Raven’s Head,Karen Maitland,5,3.68,Review,Kindle Edition,47.0,2015.0,2017-12-02,fiction-ya-standalone-and-others,read,2017.0
Company of Liars,Karen Maitland,5,3.85,Michael Joseph,Hardcover,576.0,2008.0,2017-12-20,fiction-ya-standalone-and-others,read,2017.0
The Owl Killers,Karen Maitland,4,3.8,Michael Joseph,Hardcover,640.0,2009.0,2018-01-01,fiction-ya-standalone-and-others,read,2018.0
Wicked Children: Murderous Tales from History,Karen Maitland,5,2.89,Review,Kindle Edition,69.0,,2017-12-02,fiction-ya-standalone-and-others,read,2017.0
The Vanishing Witch,Karen Maitland,5,3.82,Headline Review,Paperback,497.0,2014.0,2017-12-01,fiction-ya-standalone-and-others,read,2017.0
Mort,Terry Pratchett,4,4.24,Harpertorch,Mass Market Paperback,243.0,1987.0,2021-05-16,sff,read,2021.0
Soul Music,Terry Pratchett,3,4.04,Gollancz,Hardcover,424.0,1994.0,2021-05-28,sff,read,2021.0
Reaper Man,Terry Pratchett,4,4.28,Corgi,Paperback,352.0,1991.0,2021-05-22,sff,read,2021.0
The Last Hero,Terry Pratchett,4,4.17,Harper Voyager,Paperback,176.0,2001.0,,sff,read,
The Last Continent,Terry Pratchett,4,3.99,Corgi,Paperback,416.0,1998.0,2020-04-17,sff,read,2020.0
Interesting Times,Terry Pratchett,5,4.15,HarperTorch,Mass Market Paperback,368.0,1994.0,2020-04-14,sff,read,2020.0
The Light Fantastic,Terry Pratchett,5,3.99,HarperTorch,Mass Market Paperback,277.0,1986.0,2020-04-08,sff,read,2020.0
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,4,4.25,William Morrow,Mass Market Paperback,491.0,1990.0,,sff,read,
Sourcery,Terry Pratchett,5,3.9,Harper,Mass Market Paperback,276.0,1988.0,2020-04-10,sff,read,2020.0
Eric,Terry Pratchett,4,3.77,Harper,Mass Market Paperback,197.0,1990.0,2020-04-12,sff,read,2020.0
The Color of Magic,Terry Pratchett,5,4.0,Harper,Paperback,228.0,1983.0,2020-04-07,sff,read,2020.0
Codex Gigas: The Devil's Bible,Herman The Recluse,5,4.05,,Kindle Edition,612.0,,2021-02-07,fiction-ya-standalone-and-others,read,2021.0
A Clockwork Orange,Anthony Burgess,4,4.0,W. W. Norton & Company,Paperback,240.0,1962.0,,fiction-ya-standalone-and-others,read,
The Cloak of Dreams: Chinese Fairy Tales,Béla Balázs,4,3.82,Princeton University Press,Hardcover,208.0,2010.0,,fiction-ya-standalone-and-others,read,
Clay,David Almond,4,3.41,Delacorte Press,Hardcover,247.0,2005.0,2018-07-14,fiction-ya-standalone-and-others,read,2018.0
A Clash of Kings,George R.R. Martin,5,4.41,Bantam,Paperback,969.0,1998.0,2016-05-17,sff,read,2016.0
A Game of Thrones,George R.R. Martin,5,4.44,Bantam,Mass Market Paperback,835.0,1996.0,2016-05-02,sff,read,2016.0
City of Ashes,Cassandra Clare,4,4.13,Margaret K. McElderry Books,Hardcover,453.0,2008.0,,fiction-ya-standalone-and-others,read,
City of Bones,Cassandra Clare,4,4.08,Margaret K. McElderry Books,Hardcover,485.0,2007.0,,fiction-ya-standalone-and-others,read,
Clockwork Prince,Cassandra Clare,5,4.43,Margaret K. McElderry Books,Hardcover,498.0,2011.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
Clockwork Angel,Cassandra Clare,5,4.32,Margaret K. McElderry Books,Hardcover,479.0,2010.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
Charlotte's Web,E.B. White,4,4.19,HarperCollinsPublishers,Paperback,184.0,1952.0,2021-04-27,fiction-ya-standalone-and-others,read,2021.0
Prodigy,Marie Lu,3,4.24,Putnam Juvenile,Hardcover,371.0,2013.0,2019-03-02,fiction-ya-standalone-and-others,read,2019.0
Champion,Marie Lu,4,4.33,Putnam Juvenile,Hardcover,369.0,2013.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
Legend,Marie Lu,4,4.16,Putnam Juvenile,Hardcover,305.0,2011.0,2019-02-28,fiction-ya-standalone-and-others,read,2019.0
Harry Potter and the Half-Blood Prince,J.K. Rowling,4,4.58,Scholastic Inc.,Paperback,652.0,2005.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,4,4.58,Scholastic Inc.,Mass Market Paperback,435.0,1999.0,2019-08-26,fiction-ya-standalone-and-others,read,2019.0
